Date,Station Id,Station Name,Elevation (ft),Air_Max_C,Air_Min_C
Oct-89,301,Adin Mtn,6190,0,0
Nov-89,301,Adin Mtn,6190,0,0
Dec-89,301,Adin Mtn,6190,0,0
Jan-90,301,Adin Mtn,6190,0,0
Feb-90,301,Adin Mtn,6190,0,0
Mar-90,301,Adin Mtn,6190,0,0
Apr-90,301,Adin Mtn,6190,0,0
May-90,301,Adin Mtn,6190,0,0
Jun-90,301,Adin Mtn,6190,0,0
Jul-90,301,Adin Mtn,6190,29.5,0
Aug-90,301,Adin Mtn,6190,32.7,-1.5
Sep-90,301,Adin Mtn,6190,28.8,-3.1
Oct-90,301,Adin Mtn,6190,20.1,-9.1
Nov-90,301,Adin Mtn,6190,18.7,-15.1
Dec-90,301,Adin Mtn,6190,13,-29.5
Jan-91,301,Adin Mtn,6190,10,-17.7
Feb-91,301,Adin Mtn,6190,13.7,-7.6
Mar-91,301,Adin Mtn,6190,12.3,-16.7
Apr-91,301,Adin Mtn,6190,13,-11.3
May-91,301,Adin Mtn,6190,18.7,-5.3
Jun-91,301,Adin Mtn,6190,25.7,-4.1
Jul-91,301,Adin Mtn,6190,30.9,0.8
Aug-91,301,Adin Mtn,6190,26.9,-1
Sep-91,301,Adin Mtn,6190,28.2,-2.8
Oct-91,301,Adin Mtn,6190,25.2,-11.4
Nov-91,301,Adin Mtn,6190,18.7,-14.2
Dec-91,301,Adin Mtn,6190,11.4,-16.2
Jan-92,301,Adin Mtn,6190,10,-17.8
Feb-92,301,Adin Mtn,6190,15.6,-13.9
Mar-92,301,Adin Mtn,6190,15.3,-12.1
Apr-92,301,Adin Mtn,6190,20.7,-7.3
May-92,301,Adin Mtn,6190,26.7,-5.1
Jun-92,301,Adin Mtn,6190,30.6,-0.8
Jul-92,301,Adin Mtn,6190,31.3,-1.6
Aug-92,301,Adin Mtn,6190,34.3,-3.8
Sep-92,301,Adin Mtn,6190,27,-4.1
Oct-92,301,Adin Mtn,6190,25.3,-7.7
Nov-92,301,Adin Mtn,6190,14.7,-15.1
Dec-92,301,Adin Mtn,6190,6.2,-21
Jan-93,301,Adin Mtn,6190,11.3,-22.1
Feb-93,301,Adin Mtn,6190,6.7,-22.6
Mar-93,301,Adin Mtn,6190,14.4,-12.4
Apr-93,301,Adin Mtn,6190,15.4,-10.3
May-93,301,Adin Mtn,6190,21.6,-5.9
Jun-93,301,Adin Mtn,6190,26.2,-2.8
Jul-93,301,Adin Mtn,6190,27.6,-1.1
Aug-93,301,Adin Mtn,6190,30.1,-2.3
Sep-93,301,Adin Mtn,6190,28.5,-6.4
Oct-93,301,Adin Mtn,6190,,
Nov-93,301,Adin Mtn,6190,14.6,-22.2
Dec-93,301,Adin Mtn,6190,,
Jan-94,301,Adin Mtn,6190,18.9,-15.6
Feb-94,301,Adin Mtn,6190,12.4,-19.1
Mar-94,301,Adin Mtn,6190,19.6,-15.5
Apr-94,301,Adin Mtn,6190,19.7,-8.5
May-94,301,Adin Mtn,6190,23.1,-5.6
Jun-94,301,Adin Mtn,6190,26.9,-4.6
Jul-94,301,Adin Mtn,6190,32.4,-0.7
Aug-94,301,Adin Mtn,6190,28,-2.3
Sep-94,301,Adin Mtn,6190,28.3,-2.1
Oct-94,301,Adin Mtn,6190,19.9,-12.2
Nov-94,301,Adin Mtn,6190,8.1,-19.1
Dec-94,301,Adin Mtn,6190,11,-18.7
Jan-95,301,Adin Mtn,6190,8,-19.1
Feb-95,301,Adin Mtn,6190,16.6,-19.9
Mar-95,301,Adin Mtn,6190,13,-21.5
Apr-95,301,Adin Mtn,6190,16.8,-14.4
May-95,301,Adin Mtn,6190,21.8,-8.5
Jun-95,301,Adin Mtn,6190,26.9,-3.3
Jul-95,301,Adin Mtn,6190,28.5,0.5
Aug-95,301,Adin Mtn,6190,28,-4.3
Sep-95,301,Adin Mtn,6190,28.7,-4.8
Oct-95,301,Adin Mtn,6190,21.6,-7.3
Nov-95,301,Adin Mtn,6190,18.4,-12.8
Dec-95,301,Adin Mtn,6190,9.1,-17.3
Jan-96,301,Adin Mtn,6190,13.8,-14.9
Feb-96,301,Adin Mtn,6190,15.9,-22.1
Mar-96,301,Adin Mtn,6190,16.4,-17
Apr-96,301,Adin Mtn,6190,21.6,-11.8
May-96,301,Adin Mtn,6190,22.7,-6.7
Jun-96,301,Adin Mtn,6190,27.8,-2.3
Jul-96,301,Adin Mtn,6190,31.8,2.3
Aug-96,301,Adin Mtn,6190,31.5,-1.1
Sep-96,301,Adin Mtn,6190,25.7,-5.1
Oct-96,301,Adin Mtn,6190,27.4,-11.5
Nov-96,301,Adin Mtn,6190,17.3,-10
Dec-96,301,Adin Mtn,6190,10.6,-13.8
Jan-97,301,Adin Mtn,6190,11.9,-23.1
Feb-97,301,Adin Mtn,6190,13.9,-18.8
Mar-97,301,Adin Mtn,6190,16.6,-17.1
Apr-97,301,Adin Mtn,6190,17.8,-9.8
May-97,301,Adin Mtn,6190,24.2,-6.3
Jun-97,301,Adin Mtn,6190,24,-2.8
Jul-97,301,Adin Mtn,6190,28.1,-0.3
Aug-97,301,Adin Mtn,6190,32.4,-1.8
Sep-97,301,Adin Mtn,6190,25.3,-3.5
Oct-97,301,Adin Mtn,6190,20.6,-5.5
Nov-97,301,Adin Mtn,6190,17.7,-9.9
Dec-97,301,Adin Mtn,6190,12.1,-17.7
Jan-98,301,Adin Mtn,6190,8.2,-17.5
Feb-98,301,Adin Mtn,6190,5.6,-13.6
Mar-98,301,Adin Mtn,6190,14.7,-22
Apr-98,301,Adin Mtn,6190,20.9,-11.7
May-98,301,Adin Mtn,6190,18.4,-3.9
Jun-98,301,Adin Mtn,6190,21.9,-1.4
Jul-98,301,Adin Mtn,6190,33.5,1.2
Aug-98,301,Adin Mtn,6190,32.8,-1.6
Sep-98,301,Adin Mtn,6190,31.7,-3.2
Oct-98,301,Adin Mtn,6190,17.7,-7.5
Nov-98,301,Adin Mtn,6190,11.9,-16.1
Dec-98,301,Adin Mtn,6190,16.6,-28.3
Jan-99,301,Adin Mtn,6190,15.7,-13.8
Feb-99,301,Adin Mtn,6190,12.1,-19.7
Mar-99,301,Adin Mtn,6190,12.4,-18.2
Apr-99,301,Adin Mtn,6190,17.7,-11.5
May-99,301,Adin Mtn,6190,25,-8.4
Jun-99,301,Adin Mtn,6190,25.5,-2.4
Jul-99,301,Adin Mtn,6190,32.4,-2.6
Aug-99,301,Adin Mtn,6190,29.8,-2
Sep-99,301,Adin Mtn,6190,26.5,-4.5
Oct-99,301,Adin Mtn,6190,22.2,-6.2
Nov-99,301,Adin Mtn,6190,17.8,-17.7
Dec-99,301,Adin Mtn,6190,10.9,-17.1
Jan-00,301,Adin Mtn,6190,5.1,-16.4
Feb-00,301,Adin Mtn,6190,12.8,-16.7
Mar-00,301,Adin Mtn,6190,14.3,-12.8
Apr-00,301,Adin Mtn,6190,20.4,-6.7
May-00,301,Adin Mtn,6190,24.9,-7.8
Jun-00,301,Adin Mtn,6190,28.2,-2.3
Jul-00,301,Adin Mtn,6190,31.4,-2.7
Aug-00,301,Adin Mtn,6190,30.6,-1.7
Sep-00,301,Adin Mtn,6190,26.8,-5.1
Oct-00,301,Adin Mtn,6190,22.5,-8
Nov-00,301,Adin Mtn,6190,10.8,-19.6
Dec-00,301,Adin Mtn,6190,14.2,-13.6
Jan-01,301,Adin Mtn,6190,16.1,-20.7
Feb-01,301,Adin Mtn,6190,11.6,-20.2
Mar-01,301,Adin Mtn,6190,16.3,-19.4
Apr-01,301,Adin Mtn,6190,20.7,-14.7
May-01,301,Adin Mtn,6190,27.3,-5.8
Jun-01,301,Adin Mtn,6190,29.1,-6.1
Jul-01,301,Adin Mtn,6190,31.1,0.1
Aug-01,301,Adin Mtn,6190,32.5,-0.1
Sep-01,301,Adin Mtn,6190,27.2,-2.1
Oct-01,301,Adin Mtn,6190,25.1,-9.3
Nov-01,301,Adin Mtn,6190,16.8,-19.5
Dec-01,301,Adin Mtn,6190,7.6,-19.8
Jan-02,301,Adin Mtn,6190,10.1,-25.4
Feb-02,301,Adin Mtn,6190,13.2,-17.2
Mar-02,301,Adin Mtn,6190,18.4,-20.2
Apr-02,301,Adin Mtn,6190,19.5,-10.9
May-02,301,Adin Mtn,6190,24.7,-7
Jun-02,301,Adin Mtn,6190,28.9,-3.5
Jul-02,301,Adin Mtn,6190,36,1.1
Aug-02,301,Adin Mtn,6190,31.5,-2.8
Sep-02,301,Adin Mtn,6190,27.8,-4.7
Oct-02,301,Adin Mtn,6190,22.2,-17.1
Nov-02,301,Adin Mtn,6190,14.6,-18.8
Dec-02,301,Adin Mtn,6190,9.8,-16.9
Jan-03,301,Adin Mtn,6190,15,-8.6
Feb-03,301,Adin Mtn,6190,10.2,-18.7
Mar-03,301,Adin Mtn,6190,18.3,-13.8
Apr-03,301,Adin Mtn,6190,13.9,-9.8
May-03,301,Adin Mtn,6190,26.7,-7.9
Jun-03,301,Adin Mtn,6190,30.7,-0.6
Jul-03,301,Adin Mtn,6190,34.2,-1.4
Aug-03,301,Adin Mtn,6190,28.3,-2.3
Sep-03,301,Adin Mtn,6190,30.1,-4.4
Oct-03,301,Adin Mtn,6190,24.3,-9.1
Nov-03,301,Adin Mtn,6190,11.9,-15.3
Dec-03,301,Adin Mtn,6190,10.1,-18.5
Jan-04,301,Adin Mtn,6190,11.4,-20.2
Feb-04,301,Adin Mtn,6190,8.7,-18.8
Mar-04,301,Adin Mtn,6190,20,-15.2
Apr-04,301,Adin Mtn,6190,21.8,-6.6
May-04,301,Adin Mtn,6190,22.4,-5.3
Jun-04,301,Adin Mtn,6190,25.5,-1.8
Jul-04,301,Adin Mtn,6190,30.6,-0.3
Aug-04,301,Adin Mtn,6190,30.8,1.6
Sep-04,301,Adin Mtn,6190,25.2,-5.4
Oct-04,301,Adin Mtn,6190,23.3,-11.8
Nov-04,301,Adin Mtn,6190,18.9,-18.9
Dec-04,301,Adin Mtn,6190,13.5,-16.2
Jan-05,301,Adin Mtn,6190,15.5,-19.3
Feb-05,301,Adin Mtn,6190,15.2,-13.4
Mar-05,301,Adin Mtn,6190,20.1,-10.6
Apr-05,301,Adin Mtn,6190,18.2,-7
May-05,301,Adin Mtn,6190,25.9,-1.8
Jun-05,301,Adin Mtn,6190,26.1,-3.9
Jul-05,301,Adin Mtn,6190,31.2,3.1
Aug-05,301,Adin Mtn,6190,31.5,0.2
Sep-05,301,Adin Mtn,6190,27.4,-3.6
Oct-05,301,Adin Mtn,6190,19.9,-5.3
Nov-05,301,Adin Mtn,6190,17.5,-17.9
Dec-05,301,Adin Mtn,6190,11.2,-14.3
Jan-06,301,Adin Mtn,6190,12,-15.1
Feb-06,301,Adin Mtn,6190,15,-21.4
Mar-06,301,Adin Mtn,6190,13,-22
Apr-06,301,Adin Mtn,6190,20.8,-13.1
May-06,301,Adin Mtn,6190,26.4,-3.4
Jun-06,301,Adin Mtn,6190,31.2,1.7
Jul-06,301,Adin Mtn,6190,32.6,1.5
Aug-06,301,Adin Mtn,6190,29,-0.3
Sep-06,301,Adin Mtn,6190,28.9,-3.4
Oct-06,301,Adin Mtn,6190,20.2,-7.9
Nov-06,301,Adin Mtn,6190,15.5,-17.5
Dec-06,301,Adin Mtn,6190,13.8,-19.8
Jan-07,301,Adin Mtn,6190,16,-19.7
Feb-07,301,Adin Mtn,6190,15,-15
Mar-07,301,Adin Mtn,6190,19.5,-10.5
Apr-07,301,Adin Mtn,6190,22.2,-13.6
May-07,301,Adin Mtn,6190,26,-3.4
Jun-07,301,Adin Mtn,6190,26.8,-1.4
Jul-07,301,Adin Mtn,6190,34.9,0.8
Aug-07,301,Adin Mtn,6190,31.8,-1.6
Sep-07,301,Adin Mtn,6190,27.1,-3.9
Oct-07,301,Adin Mtn,6190,19.6,-5.6
Nov-07,301,Adin Mtn,6190,17.9,-13.8
Dec-07,301,Adin Mtn,6190,8.2,-20.4
Jan-08,301,Adin Mtn,6190,9.6,-18.8
Feb-08,301,Adin Mtn,6190,14,-19.3
Mar-08,301,Adin Mtn,6190,13.2,-17
Apr-08,301,Adin Mtn,6190,20.3,-11.4
May-08,301,Adin Mtn,6190,27.9,-6.2
Jun-08,301,Adin Mtn,6190,29,-2
Jul-08,301,Adin Mtn,6190,30.1,2.2
Aug-08,301,Adin Mtn,6190,32.4,1.4
Sep-08,301,Adin Mtn,6190,29,-3.5
Oct-08,301,Adin Mtn,6190,23.2,-4.7
Nov-08,301,Adin Mtn,6190,20.1,-7.4
Dec-08,301,Adin Mtn,6190,13.5,-23.7
Jan-09,301,Adin Mtn,6190,18.3,-20.2
Feb-09,301,Adin Mtn,6190,14.2,-17.4
Mar-09,301,Adin Mtn,6190,14.4,-21.2
Apr-09,301,Adin Mtn,6190,23.3,-9.9
May-09,301,Adin Mtn,6190,26.5,-3.5
Jun-09,301,Adin Mtn,6190,27.2,-1.6
Jul-09,301,Adin Mtn,6190,31,0.2
Aug-09,301,Adin Mtn,6190,32.1,-0.3
Sep-09,301,Adin Mtn,6190,30.8,-1.6
Oct-09,301,Adin Mtn,6190,19.5,-6.3
Nov-09,301,Adin Mtn,6190,18.6,-14.1
Dec-09,301,Adin Mtn,6190,12.1,-28.8
Jan-10,301,Adin Mtn,6190,9.8,-12.5
Feb-10,301,Adin Mtn,6190,13.5,-17.8
Mar-10,301,Adin Mtn,6190,15.9,-13.1
Apr-10,301,Adin Mtn,6190,17.9,-10.1
May-10,301,Adin Mtn,6190,18.6,-7.6
Jun-10,301,Adin Mtn,6190,26,-2.2
Jul-10,301,Adin Mtn,6190,29.9,0.7
Aug-10,301,Adin Mtn,6190,28.7,-0.9
Sep-10,301,Adin Mtn,6190,27.4,-1.7
Oct-10,301,Adin Mtn,6190,25.9,-8.1
Nov-10,301,Adin Mtn,6190,19.3,-19.6
Dec-10,301,Adin Mtn,6190,9.8,-22.8
Jan-11,301,Adin Mtn,6190,12.6,-23.6
Feb-11,301,Adin Mtn,6190,10.9,-21.1
Mar-11,301,Adin Mtn,6190,17.2,-10.9
Apr-11,301,Adin Mtn,6190,16.7,-11.7
May-11,301,Adin Mtn,6190,17.3,-8.4
Jun-11,301,Adin Mtn,6190,24.9,-4
Jul-11,301,Adin Mtn,6190,27.9,1.3
Aug-11,301,Adin Mtn,6190,28.6,1.1
Sep-11,301,Adin Mtn,6190,28,-1.8
Oct-11,301,Adin Mtn,6190,18.7,-7.3
Nov-11,301,Adin Mtn,6190,11.1,-13.9
Dec-11,301,Adin Mtn,6190,11.9,-18.5
Jan-12,301,Adin Mtn,6190,12.3,-17.3
Feb-12,301,Adin Mtn,6190,12.3,-14.1
Mar-12,301,Adin Mtn,6190,14.2,-19.3
Apr-12,301,Adin Mtn,6190,21.4,-15.8
May-12,301,Adin Mtn,6190,23.4,-4.5
Jun-12,301,Adin Mtn,6190,25.5,-1.6
Jul-12,301,Adin Mtn,6190,28.3,-0.4
Aug-12,301,Adin Mtn,6190,30.7,-0.8
Sep-12,301,Adin Mtn,6190,27.2,-0.1
Oct-12,301,Adin Mtn,6190,25.5,-8.7
Nov-12,301,Adin Mtn,6190,17.9,-17.7
Dec-12,301,Adin Mtn,6190,7.7,-22.5
Jan-13,301,Adin Mtn,6190,11.8,-23.8
Feb-13,301,Adin Mtn,6190,10.9,-16.1
Mar-13,301,Adin Mtn,6190,16.6,-13
Apr-13,301,Adin Mtn,6190,19.2,-6.1
May-13,301,Adin Mtn,6190,22.8,-5.5
Jun-13,301,Adin Mtn,6190,30.4,-1.5
Jul-13,301,Adin Mtn,6190,31.1,0.5
Aug-13,301,Adin Mtn,6190,29.7,0.4
Sep-13,301,Adin Mtn,6190,26.6,-1.9
Oct-13,301,Adin Mtn,6190,19,-5.2
Nov-13,301,Adin Mtn,6190,15.3,-11
Dec-13,301,Adin Mtn,6190,15.2,-29.5
Jan-14,301,Adin Mtn,6190,13.7,-10.2
Feb-14,301,Adin Mtn,6190,13.5,-12.8
Mar-14,301,Adin Mtn,6190,14.3,-7.5
Apr-14,301,Adin Mtn,6190,18.5,-7.2
May-14,301,Adin Mtn,6190,22.5,-4.1
Jun-14,301,Adin Mtn,6190,27.6,-1.9
Jul-14,301,Adin Mtn,6190,31.2,4
Aug-14,301,Adin Mtn,6190,28.1,2.4
Sep-14,301,Adin Mtn,6190,27,0.3
Oct-14,301,Adin Mtn,6190,24.2,-3.4
Nov-14,301,Adin Mtn,6190,17.9,-11.7
Dec-14,301,Adin Mtn,6190,10.8,-13.8
Jan-15,301,Adin Mtn,6190,15.3,-15.2
Feb-15,301,Adin Mtn,6190,14.3,-6.7
Jul-13,1239,Althouse,4970,29.3,8.4
Aug-13,1239,Althouse,4970,26.6,6.3
Sep-13,1239,Althouse,4970,27.5,1.2
Oct-13,1239,Althouse,4970,18.2,0.2
Nov-13,1239,Althouse,4970,12.8,-1.8
Dec-13,1239,Althouse,4970,14.9,-11
Jan-14,1239,Althouse,4970,15,-4.5
Feb-14,1239,Althouse,4970,12,-6.1
Mar-14,1239,Althouse,4970,14.3,-3.5
Apr-14,1239,Althouse,4970,21.8,-2.4
May-14,1239,Althouse,4970,24,0.2
Jun-14,1239,Althouse,4970,26.6,1.9
Jul-14,1239,Althouse,4970,28.8,3.2
Aug-14,1239,Althouse,4970,29.3,7.8
Sep-14,1239,Althouse,4970,25.9,4
Oct-14,1239,Althouse,4970,24.1,1.3
Nov-14,1239,Althouse,4970,17.8,-0.3
Dec-14,1239,Althouse,4970,8.6,-7.3
Jan-15,1239,Althouse,4970,17.6,-0.2
Feb-15,1239,Althouse,4970,14.8,-1.4
Jul-80,356,Blue Lakes,8057,0,0
Aug-80,356,Blue Lakes,8057,0,0
Sep-80,356,Blue Lakes,8057,0,0
Oct-80,356,Blue Lakes,8057,0,0
Nov-80,356,Blue Lakes,8057,0,0
Dec-80,356,Blue Lakes,8057,0,0
Jan-81,356,Blue Lakes,8057,0,0
Feb-81,356,Blue Lakes,8057,13.3,0
Mar-81,356,Blue Lakes,8057,0,0
Apr-81,356,Blue Lakes,8057,0,0
May-81,356,Blue Lakes,8057,0,0
Jun-81,356,Blue Lakes,8057,0,0
Jul-81,356,Blue Lakes,8057,0,0
Aug-81,356,Blue Lakes,8057,0,0
Sep-81,356,Blue Lakes,8057,0,0
Oct-81,356,Blue Lakes,8057,,
Nov-81,356,Blue Lakes,8057,,
Dec-81,356,Blue Lakes,8057,,
Jan-82,356,Blue Lakes,8057,,
Feb-82,356,Blue Lakes,8057,,
Mar-82,356,Blue Lakes,8057,,
Apr-82,356,Blue Lakes,8057,,
May-82,356,Blue Lakes,8057,,
Jun-82,356,Blue Lakes,8057,,
Jul-82,356,Blue Lakes,8057,,
Aug-82,356,Blue Lakes,8057,,
Sep-82,356,Blue Lakes,8057,,
Oct-82,356,Blue Lakes,8057,,
Nov-82,356,Blue Lakes,8057,,
Dec-82,356,Blue Lakes,8057,0,0
Jan-83,356,Blue Lakes,8057,,
Feb-83,356,Blue Lakes,8057,,
Mar-83,356,Blue Lakes,8057,,
Apr-83,356,Blue Lakes,8057,0,0
May-83,356,Blue Lakes,8057,0,0
Jun-83,356,Blue Lakes,8057,0,0
Jul-83,356,Blue Lakes,8057,0,0
Aug-83,356,Blue Lakes,8057,0,0
Sep-83,356,Blue Lakes,8057,4.5,0
Oct-83,356,Blue Lakes,8057,20.9,-3.3
Nov-83,356,Blue Lakes,8057,12.4,-15.5
Dec-83,356,Blue Lakes,8057,4.5,-21.2
Jan-84,356,Blue Lakes,8057,9.6,-18.8
Feb-84,356,Blue Lakes,8057,9.3,-20.1
Mar-84,356,Blue Lakes,8057,13.4,-17.6
Apr-84,356,Blue Lakes,8057,18,-17.5
May-84,356,Blue Lakes,8057,24.2,-10.8
Jun-84,356,Blue Lakes,8057,23.8,-6.1
Jul-84,356,Blue Lakes,8057,27.2,4.7
Aug-84,356,Blue Lakes,8057,26.7,1
Sep-84,356,Blue Lakes,8057,23.3,-50
Oct-84,356,Blue Lakes,8057,2,-16.6
Nov-84,356,Blue Lakes,8057,-4.2,-21.7
Dec-84,356,Blue Lakes,8057,3.6,-23.1
Jan-85,356,Blue Lakes,8057,11.5,-20.1
Feb-85,356,Blue Lakes,8057,11.4,-21.9
Mar-85,356,Blue Lakes,8057,11.9,-20.6
Apr-85,356,Blue Lakes,8057,19.8,-8.6
May-85,356,Blue Lakes,8057,19.3,-8
Jun-85,356,Blue Lakes,8057,29.3,-2
Jul-85,356,Blue Lakes,8057,27.2,1.5
Aug-85,356,Blue Lakes,8057,27.1,1.6
Sep-85,356,Blue Lakes,8057,21.9,-3.9
Oct-85,356,Blue Lakes,8057,20.9,-8.9
Nov-85,356,Blue Lakes,8057,17.4,-16.5
Dec-85,356,Blue Lakes,8057,12.2,-18.3
Jan-86,356,Blue Lakes,8057,11.8,-15.2
Feb-86,356,Blue Lakes,8057,17.8,-21.2
Mar-86,356,Blue Lakes,8057,24.2,-19.8
Apr-86,356,Blue Lakes,8057,26.3,-15.4
May-86,356,Blue Lakes,8057,50,-14.6
Jun-86,356,Blue Lakes,8057,34,-2.3
Jul-86,356,Blue Lakes,8057,34.2,0.4
Aug-86,356,Blue Lakes,8057,33.5,4.9
Sep-86,356,Blue Lakes,8057,26,-5.5
Oct-86,356,Blue Lakes,8057,18.8,-5.9
Nov-86,356,Blue Lakes,8057,16.5,-8.9
Dec-86,356,Blue Lakes,8057,11.8,-11.6
Jan-87,356,Blue Lakes,8057,10.6,-20.6
Feb-87,356,Blue Lakes,8057,12.4,-19.2
Mar-87,356,Blue Lakes,8057,15.3,-19.8
Apr-87,356,Blue Lakes,8057,20.2,-9.7
May-87,356,Blue Lakes,8057,22.5,-7.3
Jun-87,356,Blue Lakes,8057,28,-0.9
Jul-87,356,Blue Lakes,8057,29.6,-2
Aug-87,356,Blue Lakes,8057,29.2,0
Sep-87,356,Blue Lakes,8057,28,0.8
Oct-87,356,Blue Lakes,8057,25.2,-1.6
Nov-87,356,Blue Lakes,8057,14.2,-11.7
Dec-87,356,Blue Lakes,8057,5.8,-23.8
Jan-88,356,Blue Lakes,8057,10.8,-21.1
Feb-88,356,Blue Lakes,8057,11.8,-19.2
Mar-88,356,Blue Lakes,8057,18.5,-15.4
Apr-88,356,Blue Lakes,8057,19.9,-12.8
May-88,356,Blue Lakes,8057,22.4,-11.9
Jun-88,356,Blue Lakes,8057,27,-7
Jul-88,356,Blue Lakes,8057,,-8.5
Aug-88,356,Blue Lakes,8057,27.4,3.6
Sep-88,356,Blue Lakes,8057,28.5,-1.3
Oct-88,356,Blue Lakes,8057,21.1,-2.3
Nov-88,356,Blue Lakes,8057,14.9,-11.4
Dec-88,356,Blue Lakes,8057,12.6,-26.7
Jan-89,356,Blue Lakes,8057,12.3,-25.6
Feb-89,356,Blue Lakes,8057,7.6,-27.8
Mar-89,356,Blue Lakes,8057,10.8,-18.9
Apr-89,356,Blue Lakes,8057,18.7,-15.6
May-89,356,Blue Lakes,8057,18.9,-7
Jun-89,356,Blue Lakes,8057,21.4,-1.4
Jul-89,356,Blue Lakes,8057,25.5,1
Aug-89,356,Blue Lakes,8057,23.3,-1.1
Sep-89,356,Blue Lakes,8057,21.9,-0.6
Oct-89,356,Blue Lakes,8057,19.1,-9.8
Nov-89,356,Blue Lakes,8057,18.8,-14.5
Dec-89,356,Blue Lakes,8057,14.3,-12.4
Jan-90,356,Blue Lakes,8057,12.9,-20.2
Feb-90,356,Blue Lakes,8057,12.9,-23.9
Mar-90,356,Blue Lakes,8057,16.1,-17.9
Apr-90,356,Blue Lakes,8057,20.7,-7.4
May-90,356,Blue Lakes,8057,22.6,-6.6
Jun-90,356,Blue Lakes,8057,26.9,-7.4
Jul-90,356,Blue Lakes,8057,28.4,2.3
Aug-90,356,Blue Lakes,8057,28.2,-0.5
Sep-90,356,Blue Lakes,8057,25.9,0.1
Oct-90,356,Blue Lakes,8057,19.9,-7
Nov-90,356,Blue Lakes,8057,17.6,-14.1
Dec-90,356,Blue Lakes,8057,12.3,-29.4
Jan-91,356,Blue Lakes,8057,8.8,-15.1
Feb-91,356,Blue Lakes,8057,11.1,-11.4
Mar-91,356,Blue Lakes,8057,11.2,-20.5
Apr-91,356,Blue Lakes,8057,13.4,-13.8
May-91,356,Blue Lakes,8057,16.7,-11.4
Jun-91,356,Blue Lakes,8057,23.2,-2.3
Jul-91,356,Blue Lakes,8057,26.9,3.5
Aug-91,356,Blue Lakes,8057,24.4,0.3
Sep-91,356,Blue Lakes,8057,25.1,0.3
Oct-91,356,Blue Lakes,8057,22.9,-10.9
Nov-91,356,Blue Lakes,8057,18.8,-14.8
Dec-91,356,Blue Lakes,8057,12.3,-16.7
Jan-92,356,Blue Lakes,8057,10.2,-17.4
Feb-92,356,Blue Lakes,8057,14,-12.9
Mar-92,356,Blue Lakes,8057,12,-16.3
Apr-92,356,Blue Lakes,8057,20,-6.7
May-92,356,Blue Lakes,8057,23.3,-5.4
Jun-92,356,Blue Lakes,8057,24.9,-4.4
Jul-92,356,Blue Lakes,8057,25,-1.8
Aug-92,356,Blue Lakes,8057,28.2,2.1
Sep-92,356,Blue Lakes,8057,23.7,-0.7
Oct-92,356,Blue Lakes,8057,20,-3
Nov-92,356,Blue Lakes,8057,15.3,-12.8
Dec-92,356,Blue Lakes,8057,8.6,-22
Jan-93,356,Blue Lakes,8057,4.1,-26.5
Feb-93,356,Blue Lakes,8057,5.3,-19.8
Mar-93,356,Blue Lakes,8057,19.4,-17.1
Apr-93,356,Blue Lakes,8057,18.7,-14.6
May-93,356,Blue Lakes,8057,23.1,-7.4
Jun-93,356,Blue Lakes,8057,24.5,-5
Jul-93,356,Blue Lakes,8057,25.7,0
Aug-93,356,Blue Lakes,8057,27.8,1.1
Sep-93,356,Blue Lakes,8057,25.9,-1.3
Oct-93,356,Blue Lakes,8057,22.2,-51.4
Nov-93,356,Blue Lakes,8057,15.3,-16.6
Dec-93,356,Blue Lakes,8057,9.2,-20.9
Jan-94,356,Blue Lakes,8057,11.8,-17.8
Feb-94,356,Blue Lakes,8057,6,-20.6
Mar-94,356,Blue Lakes,8057,16.8,-17.4
Apr-94,356,Blue Lakes,8057,17.2,-11.5
May-94,356,Blue Lakes,8057,19.6,-5.4
Jun-94,356,Blue Lakes,8057,24.7,-2.6
Jul-94,356,Blue Lakes,8057,28.1,5
Aug-94,356,Blue Lakes,8057,26.3,3.1
Sep-94,356,Blue Lakes,8057,22.1,-1.2
Oct-94,356,Blue Lakes,8057,16.4,-8.1
Nov-94,356,Blue Lakes,8057,7.6,-19.9
Dec-94,356,Blue Lakes,8057,8,-19.7
Jan-95,356,Blue Lakes,8057,2.9,-15.5
Feb-95,356,Blue Lakes,8057,12.6,-17.6
Mar-95,356,Blue Lakes,8057,12.4,-17.7
Apr-95,356,Blue Lakes,8057,16.4,-18.4
May-95,356,Blue Lakes,8057,17.4,-9.1
Jun-95,356,Blue Lakes,8057,22.9,-8.8
Jul-95,356,Blue Lakes,8057,24.9,-1.3
Aug-95,356,Blue Lakes,8057,25.1,1.3
Sep-95,356,Blue Lakes,8057,24.2,-1.7
Oct-95,356,Blue Lakes,8057,19.8,-6.1
Nov-95,356,Blue Lakes,8057,15.4,-7.4
Dec-95,356,Blue Lakes,8057,7.8,-17.8
Jan-96,356,Blue Lakes,8057,12.1,-21.5
Feb-96,356,Blue Lakes,8057,12.4,-19.6
Mar-96,356,Blue Lakes,8057,14.9,-17.5
Apr-96,356,Blue Lakes,8057,17.9,-16
May-96,356,Blue Lakes,8057,21.1,-6.4
Jun-96,356,Blue Lakes,8057,24.2,-2.6
Jul-96,356,Blue Lakes,8057,27,4.1
Aug-96,356,Blue Lakes,8057,26.9,3.3
Sep-96,356,Blue Lakes,8057,23.7,-2.3
Oct-96,356,Blue Lakes,8057,24.4,-9.9
