system:index,ID,max,mean,median,source,stdDev,.geo
1_1_19900125_10,UCDSNM011455,0.8956031203269958,0.7442985621414014,0.7742618322372437,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.10299373871905836,
1_1_19900125_9,UCDSNM011447,0.8714284300804138,0.8281385021077262,0.8334914207458496,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.022793614532721475,
1_1_19900125_11,UCDSNM011536,0.8596578240394592,0.8008279388859159,0.8182229101657867,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.043109562362109055,
1_1_19900125_7,UCDSNM005339,0.8683810830116272,0.8241242980689145,0.826007068157196,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.021124475374050006,
1_1_19900125_21,UCDSNM016565,0.6284759044647217,0.48053259775042534,0.4752299040555954,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.05790865036718297,
1_1_19900125_20,UCDSNM016357,0.8572505116462708,0.779833505153656,0.8055983185768127,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.0671283921329677,
1_1_19900125_23,UCDSNM016769,0.4763188660144806,0.2098919303777317,0.19675178825855255,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.10297851521150943,
1_1_19900125_5,UCDSNM003796,0.908367931842804,0.8765224922787059,0.8959797024726868,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.03987941254610982,
1_1_19900125_8,UCDSNM009725,0.2984309196472168,0.11256177984178066,0.16348589956760406,LANDSAT/LT5_L1T_8DAY_NDWI/19900125,0.14881879131470327,
1_1_19900202_12,UCDSNM011600,0.8042932152748108,0.731159097332495,0.7299560228983561,LANDSAT/LT5_L1T_8DAY_NDWI/19900202,0.023952664990664226,
