system:index,image_date,mean,median,source,std,variance,.geo
1_1_20010813,997660800000,{NDWI=-0.12753192325025706},{NDWI=-0.14662468230182474},LANDSAT/LT5_L1T_32DAY_NDWI/20010813,{NDWI=0.08249115897448382},{NDWI=0.006804791308953563},
1_1_20010914,1000425600000,{NDWI=-0.12909933635687212},{NDWI=-0.15068108082881995},LANDSAT/LT5_L1T_32DAY_NDWI/20010914,{NDWI=0.09642929344397716},{NDWI=0.009298608634104656},
1_1_20011016,1003190400000,{NDWI=0.031215465496704963},{NDWI=0.013352675456553697},LANDSAT/LT5_L1T_32DAY_NDWI/20011016,{NDWI=0.07583733717199333},{NDWI=0.0057513017093386},
1_1_20011117,1005955200000,{NDWI=0.7923001974835089},{NDWI=0.7997052924199538},LANDSAT/LT5_L1T_32DAY_NDWI/20011117,{NDWI=0.03249687167195013},{NDWI=0.001056046668463195},
1_1_20011219,1008720000000,{NDWI=0.9199788426221844},{NDWI=0.9268045342521162},LANDSAT/LT5_L1T_32DAY_NDWI/20011219,{NDWI=0.032863739594849575},{NDWI=0.001080025380158084},
1_1_20020101,1009843200000,{NDWI=0.9199788426221844},{NDWI=0.9268045342521162},LANDSAT/LT5_L1T_32DAY_NDWI/20020101,{NDWI=0.032863739594849575},{NDWI=0.001080025380158084},
1_1_20020202,1012608000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20020202,{NDWI=null},{NDWI=null},
1_1_20020306,1015372800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20020306,{NDWI=null},{NDWI=null},
1_1_20020407,1018137600000,{NDWI=0.20507637977638046},{NDWI=0.20938590665658316},LANDSAT/LT5_L1T_32DAY_NDWI/20020407,{NDWI=0.1358508790840773},{NDWI=0.01845546134791659},
1_1_20020509,1020902400000,{NDWI=0.38180009293916317},{NDWI=0.38853736221790314},LANDSAT/LT5_L1T_32DAY_NDWI/20020509,{NDWI=0.11737214165490738},{NDWI=0.013776219636659644},
1_1_20020610,1023667200000,{NDWI=0.17692613848176003},{NDWI=0.1893833978818013},LANDSAT/LT5_L1T_32DAY_NDWI/20020610,{NDWI=0.13126407880605043},{NDWI=0.017230258384801016},
1_1_20020712,1026432000000,{NDWI=0.01681028156937662},{NDWI=-0.0053391394586387005},LANDSAT/LT5_L1T_32DAY_NDWI/20020712,{NDWI=0.12375308209551146},{NDWI=0.0153148253281384},
1_1_20020813,1029196800000,{NDWI=-0.0571881611168072},{NDWI=-0.08001433449740313},LANDSAT/LT5_L1T_32DAY_NDWI/20020813,{NDWI=0.08900860100841507},{NDWI=0.007922531053475228},
1_1_20020914,1031961600000,{NDWI=-0.08576184130068563},{NDWI=-0.10335255586882917},LANDSAT/LT5_L1T_32DAY_NDWI/20020914,{NDWI=0.07797814466566558},{NDWI=0.006080591045499469},
1_1_20021016,1034726400000,{NDWI=-0.0685887803079308},{NDWI=-0.08781808651523826},LANDSAT/LT5_L1T_32DAY_NDWI/20021016,{NDWI=0.0824960923658187},{NDWI=0.006805605255629691},
1_1_20021117,1037491200000,{NDWI=-0.018350069418111764},{NDWI=-0.05112882707591938},LANDSAT/LT5_L1T_32DAY_NDWI/20021117,{NDWI=0.12228189008804784},{NDWI=0.014952860643505412},
1_1_20021219,1040256000000,{NDWI=0.7995922835346901},{NDWI=0.8078440497903263},LANDSAT/LT5_L1T_32DAY_NDWI/20021219,{NDWI=0.052725238743198274},{NDWI=0.0027799508005272562},
1_1_20030101,1041379200000,{NDWI=0.6811621323220883},{NDWI=0.700419295579195},LANDSAT/LT5_L1T_32DAY_NDWI/20030101,{NDWI=0.057261228298337984},{NDWI=0.0032788482662343826},
1_1_20030202,1044144000000,{NDWI=0.7314125058963412},{NDWI=0.727142381113629},LANDSAT/LT5_L1T_32DAY_NDWI/20030202,{NDWI=0.028216431918650222},{NDWI=7.961670302198231E-4},
1_1_20030306,1046908800000,{NDWI=0.5925166468320178},{NDWI=0.608526931454738},LANDSAT/LT5_L1T_32DAY_NDWI/20030306,{NDWI=0.06253638639267235},{NDWI=0.003910799623053615},
1_1_20030407,1049673600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20030407,{NDWI=null},{NDWI=null},
1_1_20030509,1052438400000,{NDWI=0.3905106853285149},{NDWI=0.4087796292521737},LANDSAT/LT5_L1T_32DAY_NDWI/20030509,{NDWI=0.12316231186427118},{NDWI=0.015168955063751993},
1_1_20030610,1055203200000,{NDWI=0.18781350279435124},{NDWI=0.21321665848556318},LANDSAT/LT5_L1T_32DAY_NDWI/20030610,{NDWI=0.14510683137635744},{NDWI=0.02105599251208663},
1_1_20030712,1057968000000,{NDWI=0.06691514035076367},{NDWI=0.0756959899195603},LANDSAT/LT5_L1T_32DAY_NDWI/20030712,{NDWI=0.15461029676242563},{NDWI=0.023904343864965323},
1_1_20030813,1060732800000,{NDWI=-0.034556905839980806},{NDWI=-0.045084014534950256},LANDSAT/LT5_L1T_32DAY_NDWI/20030813,{NDWI=0.147520206817549},{NDWI=0.021762211419492427},
1_1_20030914,1063497600000,{NDWI=-0.11519539455983052},{NDWI=-0.13829004131257533},LANDSAT/LT5_L1T_32DAY_NDWI/20030914,{NDWI=0.1081638501519216},{NDWI=0.011699418479687352},
1_1_20031016,1066262400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20031016,{NDWI=null},{NDWI=null},
1_1_20031117,1069027200000,{NDWI=0.7974658380824672},{NDWI=0.8002357298836988},LANDSAT/LT5_L1T_32DAY_NDWI/20031117,{NDWI=0.026776395927919184},{NDWI=7.16975378888687E-4},
1_1_20031219,1071792000000,{NDWI=0.6528381035046826},{NDWI=0.6441979196763807},LANDSAT/LT5_L1T_32DAY_NDWI/20031219,{NDWI=0.054763209374683736},{NDWI=0.0029990091010154486},
1_1_20040101,1072915200000,{NDWI=0.6528381035046826},{NDWI=0.6441979196763807},LANDSAT/LT5_L1T_32DAY_NDWI/20040101,{NDWI=0.054763209374683736},{NDWI=0.0029990091010154486},
1_1_20040202,1075680000000,{NDWI=0.9212493227926876},{NDWI=0.9270981305523922},LANDSAT/LT5_L1T_32DAY_NDWI/20040202,{NDWI=0.025828554567973817},{NDWI=6.671142310708012E-4},
1_1_20040305,1078444800000,{NDWI=0.8391838831037017},{NDWI=0.8650713223677415},LANDSAT/LT5_L1T_32DAY_NDWI/20040305,{NDWI=0.06760573447118035},{NDWI=0.004570535333387742},
1_1_20040406,1081209600000,{NDWI=0.35177885885352594},{NDWI=0.3458195149898529},LANDSAT/LT5_L1T_32DAY_NDWI/20040406,{NDWI=0.10948655273788725},{NDWI=0.011987305230426168},
1_1_20040508,1083974400000,{NDWI=0.17070428602167345},{NDWI=0.13922042571581328},LANDSAT/LT5_L1T_32DAY_NDWI/20040508,{NDWI=0.12590509610303813},{NDWI=0.015852093224715265},
1_1_20040609,1086739200000,{NDWI=0.30941057488705204},{NDWI=0.33394104463082774},LANDSAT/LT5_L1T_32DAY_NDWI/20040609,{NDWI=0.11217451492001224},{NDWI=0.012583121797540049},
1_1_20040711,1089504000000,{NDWI=0.08139763406393852},{NDWI=0.08761049037178358},LANDSAT/LT5_L1T_32DAY_NDWI/20040711,{NDWI=0.13007323777096466},{NDWI=0.016919047184221905},
1_1_20040812,1092268800000,{NDWI=-0.030150850415578592},{NDWI=-0.044935676697138195},LANDSAT/LT5_L1T_32DAY_NDWI/20040812,{NDWI=0.10685870524944459},{NDWI=0.011418782887587676},
1_1_20040913,1095033600000,{NDWI=-0.06692384389709106},{NDWI=-0.08375175061022364},LANDSAT/LT5_L1T_32DAY_NDWI/20040913,{NDWI=0.09370090629828291},{NDWI=0.008779859841119595},
1_1_20041015,1097798400000,{NDWI=0.6387778738275837},{NDWI=0.7778414913586208},LANDSAT/LT5_L1T_32DAY_NDWI/20041015,{NDWI=0.308943677525901},{NDWI=0.09544619588322792},
1_1_20041116,1100563200000,{NDWI=0.8444995502733523},{NDWI=0.8504356072373587},LANDSAT/LT5_L1T_32DAY_NDWI/20041116,{NDWI=0.037026427556447035},{NDWI=0.0013709563375928204},
1_1_20041218,1103328000000,{NDWI=0.484561503129478},{NDWI=0.44626074112378633},LANDSAT/LT5_L1T_32DAY_NDWI/20041218,{NDWI=0.13301521805970778},{NDWI=0.017693048235471614},
1_1_20050101,1104537600000,{NDWI=0.484561503129478},{NDWI=0.44626074112378633},LANDSAT/LT5_L1T_32DAY_NDWI/20050101,{NDWI=0.13301521805970778},{NDWI=0.017693048235471614},
1_1_20050202,1107302400000,{NDWI=0.926175562133807},{NDWI=0.9362773984991094},LANDSAT/LT5_L1T_32DAY_NDWI/20050202,{NDWI=0.04382451686258615},{NDWI=0.0019205882782390978},
1_1_20050306,1110067200000,{NDWI=0.8028034951805565},{NDWI=0.8095969788052819},LANDSAT/LT5_L1T_32DAY_NDWI/20050306,{NDWI=0.044553956908665336},{NDWI=0.001985055076219208},
1_1_20050407,1112832000000,{NDWI=0.3033165463704411},{NDWI=0.3019082700384074},LANDSAT/LT5_L1T_32DAY_NDWI/20050407,{NDWI=0.05002782420521534},{NDWI=0.00250278319470793},
1_1_20050509,1115596800000,{NDWI=0.3712996304203166},{NDWI=0.37027087476518417},LANDSAT/LT5_L1T_32DAY_NDWI/20050509,{NDWI=0.06773476241305139},{NDWI=0.00458799803915252},
1_1_20050610,1118361600000,{NDWI=0.3268254367409807},{NDWI=0.3377667789189321},LANDSAT/LT5_L1T_32DAY_NDWI/20050610,{NDWI=0.09171325032570934},{NDWI=0.008411320285306225},
1_1_20050712,1121126400000,{NDWI=0.14950285208658234},{NDWI=0.17019224717565204},LANDSAT/LT5_L1T_32DAY_NDWI/20050712,{NDWI=0.11356083601316819},{NDWI=0.012896063476009675},
1_1_20050813,1123891200000,{NDWI=0.010954422573081896},{NDWI=-0.009655141409624505},LANDSAT/LT5_L1T_32DAY_NDWI/20050813,{NDWI=0.11437501746931711},{NDWI=0.013081644621106595},
1_1_20050914,1126656000000,{NDWI=0.21802213798389067},{NDWI=0.2093911700342831},LANDSAT/LT5_L1T_32DAY_NDWI/20050914,{NDWI=0.10604430715937749},{NDWI=0.011245395080912398},
1_1_20051016,1129420800000,{NDWI=0.13664071789792637},{NDWI=0.12943660136726168},LANDSAT/LT5_L1T_32DAY_NDWI/20051016,{NDWI=0.037843105050674924},{NDWI=0.001432100599876418},
1_1_20051117,1132185600000,{NDWI=-0.03721477064021245},{NDWI=-0.07236599870199381},LANDSAT/LT5_L1T_32DAY_NDWI/20051117,{NDWI=0.12568118336579093},{NDWI=0.015795759852225564},
1_1_20051219,1134950400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20051219,{NDWI=null},{NDWI=null},
1_1_20060101,1136073600000,{NDWI=0.822310133487644},{NDWI=0.8212240811051994},LANDSAT/LT5_L1T_32DAY_NDWI/20060101,{NDWI=0.0339868106161267},{NDWI=0.0011551032958564626},
1_1_20060202,1138838400000,{NDWI=0.8757276579128739},{NDWI=0.9081835172525267},LANDSAT/LT5_L1T_32DAY_NDWI/20060202,{NDWI=0.08756225615587047},{NDWI=0.007667148703106277},
1_1_20060306,1141603200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20060306,{NDWI=null},{NDWI=null},
1_1_20060407,1144368000000,{NDWI=0.871792355533943},{NDWI=0.9082703305327374},LANDSAT/LT5_L1T_32DAY_NDWI/20060407,{NDWI=0.0988163918726941},{NDWI=0.009764679302737844},
1_1_20060509,1147132800000,{NDWI=0.31369536278000343},{NDWI=0.31100390532187056},LANDSAT/LT5_L1T_32DAY_NDWI/20060509,{NDWI=0.03755697584368495},{NDWI=0.0014105264345231345},
1_1_20060610,1149897600000,{NDWI=0.2901404127216525},{NDWI=0.3100281645511759},LANDSAT/LT5_L1T_32DAY_NDWI/20060610,{NDWI=0.12031389139908001},{NDWI=0.014475432463589618},
1_1_20060712,1152662400000,{NDWI=0.12110239873760326},{NDWI=0.14247783422470092},LANDSAT/LT5_L1T_32DAY_NDWI/20060712,{NDWI=0.13887010687549584},{NDWI=0.019284906583611636},
1_1_20060813,1155427200000,{NDWI=0.02115863324974687},{NDWI=0.006031909054427436},LANDSAT/LT5_L1T_32DAY_NDWI/20060813,{NDWI=0.11831065664895503},{NDWI=0.013997411476706925},
1_1_20060914,1158192000000,{NDWI=0.056683903107668514},{NDWI=0.04110919120056289},LANDSAT/LT5_L1T_32DAY_NDWI/20060914,{NDWI=0.09661112540830835},{NDWI=0.009333709552659884},
1_1_20061016,1160956800000,{NDWI=-0.09101578450381827},{NDWI=-0.12229503309115386},LANDSAT/LT5_L1T_32DAY_NDWI/20061016,{NDWI=0.09732926614772047},{NDWI=0.009472986048853807},
1_1_20061117,1163721600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20061117,{NDWI=null},{NDWI=null},
1_1_20061219,1166486400000,{NDWI=0.34777139141952673},{NDWI=0.34734392538666725},LANDSAT/LT5_L1T_32DAY_NDWI/20061219,{NDWI=0.023620972957904877},{NDWI=5.579503634780736E-4},
1_1_20070101,1167609600000,{NDWI=0.8329393081874453},{NDWI=0.8690331884332605},LANDSAT/LT5_L1T_32DAY_NDWI/20070101,{NDWI=0.11525405212701095},{NDWI=0.013283496531695757},
1_1_20070202,1170374400000,{NDWI=0.478982549281454},{NDWI=0.45876700946917903},LANDSAT/LT5_L1T_32DAY_NDWI/20070202,{NDWI=0.11867598077965238},{NDWI=0.014083988414012422},
1_1_20070306,1173139200000,{NDWI=0.17236712129033163},{NDWI=0.15041672587394714},LANDSAT/LT5_L1T_32DAY_NDWI/20070306,{NDWI=0.1014371281634948},{NDWI=0.01028949097005727},
1_1_20070407,1175904000000,{NDWI=0.21413597889409036},{NDWI=0.18581014374891916},LANDSAT/LT5_L1T_32DAY_NDWI/20070407,{NDWI=0.08864898739999949},{NDWI=0.007858642967045268},
1_1_20070509,1178668800000,{NDWI=0.23756019341844248},{NDWI=0.23594436117193915},LANDSAT/LT5_L1T_32DAY_NDWI/20070509,{NDWI=0.10253660177224308},{NDWI=0.010513754702999561},
1_1_20070610,1181433600000,{NDWI=0.0677504506159196},{NDWI=0.06826862489635294},LANDSAT/LT5_L1T_32DAY_NDWI/20070610,{NDWI=0.11744560074023142},{NDWI=0.013793469133233845},
1_1_20070712,1184198400000,{NDWI=-0.024275966640931256},{NDWI=-0.04131474673748017},LANDSAT/LT5_L1T_32DAY_NDWI/20070712,{NDWI=0.10929242660049016},{NDWI=0.011944834512223527},
1_1_20070813,1186963200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20070813,{NDWI=null},{NDWI=null},
1_1_20070914,1189728000000,{NDWI=0.16014074934878333},{NDWI=0.15082797588724078},LANDSAT/LT5_L1T_32DAY_NDWI/20070914,{NDWI=0.03468675171048217},{NDWI=0.0012031707442246378},
1_1_20071219,1198022400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20071219,{NDWI=null},{NDWI=null},
1_1_20080101,1199145600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20080101,{NDWI=null},{NDWI=null},
1_1_20080202,1201910400000,{NDWI=0.7232455741972809},{NDWI=0.7156911944901502},LANDSAT/LT5_L1T_32DAY_NDWI/20080202,{NDWI=0.04772538226570492},{NDWI=0.0022777121124076616},
1_1_20080305,1204675200000,{NDWI=0.9081177138187562},{NDWI=0.9278671774235401},LANDSAT/LT5_L1T_32DAY_NDWI/20080305,{NDWI=0.06388216412623388},{NDWI=0.004080930893451082},
1_1_20080406,1207440000000,{NDWI=0.1300173779703373},{NDWI=0.11374759911856752},LANDSAT/LT5_L1T_32DAY_NDWI/20080406,{NDWI=0.16165884827390964},{NDWI=0.02613358322524694},
1_1_20080508,1210204800000,{NDWI=0.3402459646441513},{NDWI=0.3419665969335116},LANDSAT/LT5_L1T_32DAY_NDWI/20080508,{NDWI=0.11541458468052539},{NDWI=0.013320526356978167},
1_1_20080609,1212969600000,{NDWI=0.15311426400558198},{NDWI=0.1699447170831263},LANDSAT/LT5_L1T_32DAY_NDWI/20080609,{NDWI=0.11786984865969549},{NDWI=0.01389330122305952},
1_1_20080711,1215734400000,{NDWI=0.023876627174653584},{NDWI=0.005758757656440139},LANDSAT/LT5_L1T_32DAY_NDWI/20080711,{NDWI=0.1181385252134601},{NDWI=0.013956711139611349},
1_1_20080812,1218499200000,{NDWI=-0.05481997271524678},{NDWI=-0.0838947903226923},LANDSAT/LT5_L1T_32DAY_NDWI/20080812,{NDWI=0.10507791350947931},{NDWI=0.011041367907505616},
1_1_20080913,1221264000000,{NDWI=-0.07693325956833792},{NDWI=-0.11538711174026779},LANDSAT/LT5_L1T_32DAY_NDWI/20080913,{NDWI=0.10760729089061763},{NDWI=0.011579329052818001},
1_1_20081015,1224028800000,{NDWI=0.04577942275048591},{NDWI=0.02898750188095229},LANDSAT/LT5_L1T_32DAY_NDWI/20081015,{NDWI=0.07376358767429574},{NDWI=0.005441066866583515},
1_1_20081116,1226793600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20081116,{NDWI=null},{NDWI=null},
1_1_20081218,1229558400000,{NDWI=0.8529064601550588},{NDWI=0.8642837815993542},LANDSAT/LT5_L1T_32DAY_NDWI/20081218,{NDWI=0.04290527467904888},{NDWI=0.0018408625952846328},
1_1_20090101,1230768000000,{NDWI=0.9085291268793055},{NDWI=0.9195948156965784},LANDSAT/LT5_L1T_32DAY_NDWI/20090101,{NDWI=0.04572151412828806},{NDWI=0.0020904568541832446},
1_1_20090202,1233532800000,{NDWI=0.5524812527053398},{NDWI=0.5166118792865587},LANDSAT/LT5_L1T_32DAY_NDWI/20090202,{NDWI=0.0911050017330098},{NDWI=0.008300121340771717},
1_1_20090306,1236297600000,{NDWI=0.5439057531087459},{NDWI=0.5977116048336029},LANDSAT/LT5_L1T_32DAY_NDWI/20090306,{NDWI=0.2975772903819663},{NDWI=0.08855224375107308},
1_1_20090407,1239062400000,{NDWI=0.27926912097217266},{NDWI=0.27958647693906513},LANDSAT/LT5_L1T_32DAY_NDWI/20090407,{NDWI=0.10887240705923092},{NDWI=0.011853201018870874},
1_1_20090509,1241827200000,{NDWI=0.3173792397902168},{NDWI=0.35761012257756414},LANDSAT/LT5_L1T_32DAY_NDWI/20090509,{NDWI=0.14150274230100324},{NDWI=0.020023026078704133},
1_1_20090610,1244592000000,{NDWI=0.19001501687187652},{NDWI=0.20433141248566764},LANDSAT/LT5_L1T_32DAY_NDWI/20090610,{NDWI=0.09691875011284791},{NDWI=0.009393244123436657},
1_1_20090712,1247356800000,{NDWI=0.030108797904317728},{NDWI=0.020983935418454083},LANDSAT/LT5_L1T_32DAY_NDWI/20090712,{NDWI=0.11609891451532832},{NDWI=0.013478957951637512},
1_1_20090813,1250121600000,{NDWI=0.21467425948916158},{NDWI=0.21251536493863515},LANDSAT/LT5_L1T_32DAY_NDWI/20090813,{NDWI=0.033666924885720075},{NDWI=0.0011334618312607175},
1_1_20090914,1252886400000,{NDWI=-0.06385844752227171},{NDWI=-0.0919185349462079},LANDSAT/LT5_L1T_32DAY_NDWI/20090914,{NDWI=0.09537017467371679},{NDWI=0.00909547021729525},
1_1_20091016,1255651200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20091016,{NDWI=null},{NDWI=null},
1_1_20091117,1258416000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20091117,{NDWI=null},{NDWI=null},
1_1_20091219,1261180800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20091219,{NDWI=null},{NDWI=null},
1_1_20100101,1262304000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20100101,{NDWI=null},{NDWI=null},
1_1_20100202,1265068800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20100202,{NDWI=null},{NDWI=null},
1_1_20100306,1267833600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20100306,{NDWI=null},{NDWI=null},
1_1_20100407,1270598400000,{NDWI=0.8773336008877024},{NDWI=0.9198407437287125},LANDSAT/LT5_L1T_32DAY_NDWI/20100407,{NDWI=0.11290858948221613},{NDWI=0.012748349578863607},
1_1_20100509,1273363200000,{NDWI=0.42062542442286616},{NDWI=0.4421947683606829},LANDSAT/LT5_L1T_32DAY_NDWI/20100509,{NDWI=0.1068557739118282},{NDWI=0.011418156418295744},
1_1_20100610,1276128000000,{NDWI=0.35332847542110646},{NDWI=0.36065036509976245},LANDSAT/LT5_L1T_32DAY_NDWI/20100610,{NDWI=0.1028956166440531},{NDWI=0.010587507924559937},
1_1_20100712,1278892800000,{NDWI=0.1366212227963952},{NDWI=0.15049309502629674},LANDSAT/LT5_L1T_32DAY_NDWI/20100712,{NDWI=0.13709776825099623},{NDWI=0.018795798059403873},
1_1_20100813,1281657600000,{NDWI=0.2178041193478541},{NDWI=0.21926209021497656},LANDSAT/LT5_L1T_32DAY_NDWI/20100813,{NDWI=0.06522951505138842},{NDWI=0.004254889633839309},
1_1_20100914,1284422400000,{NDWI=-0.0664732767030033},{NDWI=-0.09978128224611282},LANDSAT/LT5_L1T_32DAY_NDWI/20100914,{NDWI=0.115313260818534},{NDWI=0.013297148120603251},
1_1_20101016,1287187200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20101016,{NDWI=null},{NDWI=null},
1_1_20101117,1289952000000,{NDWI=0.1806221866219914},{NDWI=0.18520084606564563},LANDSAT/LT5_L1T_32DAY_NDWI/20101117,{NDWI=0.02237397644954683},{NDWI=5.005948221648761E-4},
1_1_20101219,1292716800000,{NDWI=0.758089030024142},{NDWI=0.7549369256451445},LANDSAT/LT5_L1T_32DAY_NDWI/20101219,{NDWI=0.040101091446712034},{NDWI=0.0016080975352175608},
1_1_20110101,1293840000000,{NDWI=0.9180674890275851},{NDWI=0.9305618318575847},LANDSAT/LT5_L1T_32DAY_NDWI/20110101,{NDWI=0.04364075599538999},{NDWI=0.0019045155838491674},
1_1_20110202,1296604800000,{NDWI=0.8930072880451978},{NDWI=0.9151864750631924},LANDSAT/LT5_L1T_32DAY_NDWI/20110202,{NDWI=0.05844652126615559},{NDWI=0.003415995848115178},
1_1_20110306,1299369600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20110306,{NDWI=null},{NDWI=null},
1_1_20110407,1302134400000,{NDWI=0.8290652198696875},{NDWI=0.8691799427781787},LANDSAT/LT5_L1T_32DAY_NDWI/20110407,{NDWI=0.11690706148875876},{NDWI=0.013667261025936421},
1_1_20110509,1304899200000,{NDWI=0.14661215507835912},{NDWI=0.15570537207855117},LANDSAT/LT5_L1T_32DAY_NDWI/20110509,{NDWI=0.0634719204640004},{NDWI=0.004028684687388392},
1_1_20110610,1307664000000,{NDWI=0.3785267535478784},{NDWI=0.3883378393948078},LANDSAT/LT5_L1T_32DAY_NDWI/20110610,{NDWI=0.09733775677317126},{NDWI=0.009474638893633047},
1_1_20110712,1310428800000,{NDWI=0.19483101953485607},{NDWI=0.20817762400422776},LANDSAT/LT5_L1T_32DAY_NDWI/20110712,{NDWI=0.11497370051290527},{NDWI=0.013218951809631233},
1_1_20110813,1313193600000,{NDWI=0.08837865366161135},{NDWI=0.0956372231245041},LANDSAT/LT5_L1T_32DAY_NDWI/20110813,{NDWI=0.13256221323851844},{NDWI=0.017572740378694433},
1_1_20110914,1315958400000,{NDWI=0.03870978797998099},{NDWI=0.03719123856474956},LANDSAT/LT5_L1T_32DAY_NDWI/20110914,{NDWI=0.14262051772763384},{NDWI=0.02034061207689832},
1_1_20111016,1318723200000,{NDWI=0.13174232681652162},{NDWI=0.12712402703861395},LANDSAT/LT5_L1T_32DAY_NDWI/20111016,{NDWI=0.09498643429176712},{NDWI=0.009022422699464194},
1_1_20111117,1321488000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20111117,{NDWI=null},{NDWI=null},
1_1_20120406,1333670400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_32DAY_NDWI/20120406,{NDWI=null},{NDWI=null},
1_2_19990509,926208000000,{NDWI=null},{NDWI=null},LANDSAT/LE7_L1T_32DAY_NDWI/19990509,{NDWI=null},{NDWI=null},
1_2_19990610,928972800000,{NDWI=0.23175253121173792},{NDWI=0.25190979391336443},LANDSAT/LE7_L1T_32DAY_NDWI/19990610,{NDWI=0.1381052903785992},{NDWI=0.019073071230557202},
1_2_19990712,931737600000,{NDWI=0.048646658721173845},{NDWI=0.03766732063630353},LANDSAT/LE7_L1T_32DAY_NDWI/19990712,{NDWI=0.11693887178528711},{NDWI=0.013674699734415818},
1_2_19990813,934502400000,{NDWI=-0.007850195370897666},{NDWI=-0.021678230026736856},LANDSAT/LE7_L1T_32DAY_NDWI/19990813,{NDWI=0.10013605466851454},{NDWI=0.01002722944457573},
1_2_19990914,937267200000,{NDWI=-0.0599546310832357},{NDWI=-0.08767544981595632},LANDSAT/LE7_L1T_32DAY_NDWI/19990914,{NDWI=0.10951733014858407},{NDWI=0.011994045602873963},
1_2_19991016,940032000000,{NDWI=0.14791890812171954},{NDWI=0.12895795460357223},LANDSAT/LE7_L1T_32DAY_NDWI/19991016,{NDWI=0.1400047315476628},{NDWI=0.01960132485573313},
1_2_19991117,942796800000,{NDWI=0.28818286572503843},{NDWI=0.27831681875082165},LANDSAT/LE7_L1T_32DAY_NDWI/19991117,{NDWI=0.08046255292192414},{NDWI=0.006474222422713444},
1_2_19991219,945561600000,{NDWI=0.5720790115588844},{NDWI=0.6264490683873495},LANDSAT/LE7_L1T_32DAY_NDWI/19991219,{NDWI=0.26894651327660873},{NDWI=0.07233222700364507},
1_2_20000101,946684800000,{NDWI=null},{NDWI=null},LANDSAT/LE7_L1T_32DAY_NDWI/20000101,{NDWI=null},{NDWI=null},
1_2_20000202,949449600000,{NDWI=0.928842307732888},{NDWI=0.9350402429699898},LANDSAT/LE7_L1T_32DAY_NDWI/20000202,{NDWI=0.023380040184868712},{NDWI=5.466262790460758E-4},
1_2_20000305,952214400000,{NDWI=0.6112080239023735},{NDWI=0.6911997755368551},LANDSAT/LE7_L1T_32DAY_NDWI/20000305,{NDWI=0.2932445871720123},{NDWI=0.0859923879056839},
1_2_20000406,954979200000,{NDWI=0.24405949207581842},{NDWI=0.2447553378343582},LANDSAT/LE7_L1T_32DAY_NDWI/20000406,{NDWI=0.005756570401875672},{NDWI=3.3138102791751036E-5},
1_2_20000508,957744000000,{NDWI=0.2894211571607625},{NDWI=0.30294663941158967},LANDSAT/LE7_L1T_32DAY_NDWI/20000508,{NDWI=0.16407719401582824},{NDWI=0.02692132559610774},
1_2_20000609,960508800000,{NDWI=0.12737236133986202},{NDWI=0.13471865583033787},LANDSAT/LE7_L1T_32DAY_NDWI/20000609,{NDWI=0.12810041424113183},{NDWI=0.01640971612874957},
1_2_20000711,963273600000,{NDWI=-0.008981382054570372},{NDWI=-0.03322087813700948},LANDSAT/LE7_L1T_32DAY_NDWI/20000711,{NDWI=0.10238727744168895},{NDWI=0.010483154581921386},
1_2_20000812,966038400000,{NDWI=-0.06801024934052692},{NDWI=-0.09976238243538758},LANDSAT/LE7_L1T_32DAY_NDWI/20000812,{NDWI=0.09852687332911114},{NDWI=0.009707544768010713},
1_2_20000913,968803200000,{NDWI=0.02871833032490387},{NDWI=0.005953210697043687},LANDSAT/LE7_L1T_32DAY_NDWI/20000913,{NDWI=0.09534104359202805},{NDWI=0.009089914593216992},
