system:index,image_date,mean,median,source,std,variance,.geo
1_1_19850829,494121600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19850829,{NDWI=null},{NDWI=null},
1_1_19850906,494812800000,{NDWI=0.10161510845539704},{NDWI=0.09551455390950044},LANDSAT/LT5_L1T_8DAY_NDWI/19850906,{NDWI=0.12106479920163071},{NDWI=0.014656685605731166},
1_1_19850914,495504000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19850914,{NDWI=null},{NDWI=null},
1_1_19850922,496195200000,{NDWI=-0.10202472614169365},{NDWI=-0.12753305321230607},LANDSAT/LT5_L1T_8DAY_NDWI/19850922,{NDWI=0.11413392654353563},{NDWI=0.013026553188245187},
1_1_19850930,496886400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19850930,{NDWI=null},{NDWI=null},
1_1_19851008,497577600000,{NDWI=-0.08844460886823546},{NDWI=-0.12260157630468409},LANDSAT/LT5_L1T_8DAY_NDWI/19851008,{NDWI=0.11780650234573936},{NDWI=0.013878371994936694},
1_1_19851016,498268800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851016,{NDWI=null},{NDWI=null},
1_1_19851024,498960000000,{NDWI=0.05456397339504173},{NDWI=0.02913905542505824},LANDSAT/LT5_L1T_8DAY_NDWI/19851024,{NDWI=0.15126247687594663},{NDWI=0.022880336910646285},
1_1_19851101,499651200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851101,{NDWI=null},{NDWI=null},
1_1_19851109,500342400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851109,{NDWI=null},{NDWI=null},
1_1_19851117,501033600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851117,{NDWI=null},{NDWI=null},
1_1_19851125,501724800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851125,{NDWI=null},{NDWI=null},
1_1_19851203,502416000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851203,{NDWI=null},{NDWI=null},
1_1_19851211,503107200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851211,{NDWI=null},{NDWI=null},
1_1_19851227,504489600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19851227,{NDWI=null},{NDWI=null},
1_1_19860101,504921600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860101,{NDWI=null},{NDWI=null},
1_1_19860109,505612800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860109,{NDWI=null},{NDWI=null},
1_1_19860117,506304000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860117,{NDWI=null},{NDWI=null},
1_1_19860125,506995200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860125,{NDWI=null},{NDWI=null},
1_1_19860202,507686400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860202,{NDWI=null},{NDWI=null},
1_1_19860210,508377600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860210,{NDWI=null},{NDWI=null},
1_1_19860218,509068800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860218,{NDWI=null},{NDWI=null},
1_1_19860226,509760000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860226,{NDWI=null},{NDWI=null},
1_1_19860306,510451200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860306,{NDWI=null},{NDWI=null},
1_1_19860314,511142400000,{NDWI=0.5995882635891522},{NDWI=0.5903625949736564},LANDSAT/LT5_L1T_8DAY_NDWI/19860314,{NDWI=0.09592702902088458},{NDWI=0.009201994896773633},
1_1_19860322,511833600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860322,{NDWI=null},{NDWI=null},
1_1_19860330,512524800000,{NDWI=0.2612605571068771},{NDWI=0.2633224584554371},LANDSAT/LT5_L1T_8DAY_NDWI/19860330,{NDWI=0.15040797973214773},{NDWI=0.022622560367106158},
1_1_19860407,513216000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860407,{NDWI=null},{NDWI=null},
1_1_19860415,513907200000,{NDWI=0.3453980237340704},{NDWI=0.36136408150196075},LANDSAT/LT5_L1T_8DAY_NDWI/19860415,{NDWI=0.12611001723022736},{NDWI=0.01590373644580824},
1_1_19860423,514598400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860423,{NDWI=null},{NDWI=null},
1_1_19860501,515289600000,{NDWI=0.3880783524968182},{NDWI=0.40425406802784314},LANDSAT/LT5_L1T_8DAY_NDWI/19860501,{NDWI=0.1024549825008905},{NDWI=0.010497023439257777},
1_1_19860509,515980800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860509,{NDWI=null},{NDWI=null},
1_1_19860517,516672000000,{NDWI=0.38964505466634075},{NDWI=0.4081812709569931},LANDSAT/LT5_L1T_8DAY_NDWI/19860517,{NDWI=0.10853795639873028},{NDWI=0.011780487979212674},
1_1_19860525,517363200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860525,{NDWI=null},{NDWI=null},
1_1_19860602,518054400000,{NDWI=0.3165250039634725},{NDWI=0.3342530007163684},LANDSAT/LT5_L1T_8DAY_NDWI/19860602,{NDWI=0.1084622201595355},{NDWI=0.011764053201935548},
1_1_19860610,518745600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860610,{NDWI=null},{NDWI=null},
1_1_19860618,519436800000,{NDWI=0.2360219848949367},{NDWI=0.2521687048046212},LANDSAT/LT5_L1T_8DAY_NDWI/19860618,{NDWI=0.1156819313981756},{NDWI=0.013382309252012206},
1_1_19860626,520128000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860626,{NDWI=null},{NDWI=null},
1_1_19860704,520819200000,{NDWI=0.13073355920924548},{NDWI=0.12688646217187247},LANDSAT/LT5_L1T_8DAY_NDWI/19860704,{NDWI=0.12808792171341274},{NDWI=0.01640651568886135},
1_1_19860712,521510400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860712,{NDWI=null},{NDWI=null},
1_1_19860720,522201600000,{NDWI=0.07211805741838158},{NDWI=0.06106634010319357},LANDSAT/LT5_L1T_8DAY_NDWI/19860720,{NDWI=0.12275247021982029},{NDWI=0.015068168945067868},
1_1_19860728,522892800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860728,{NDWI=null},{NDWI=null},
1_1_19860805,523584000000,{NDWI=-0.017877665884837534},{NDWI=-0.04146885677524235},LANDSAT/LT5_L1T_8DAY_NDWI/19860805,{NDWI=0.11188179119331558},{NDWI=0.012517535200624668},
1_1_19860813,524275200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860813,{NDWI=null},{NDWI=null},
1_1_19860821,524966400000,{NDWI=-0.032356852136886625},{NDWI=-0.05665091590748893},LANDSAT/LT5_L1T_8DAY_NDWI/19860821,{NDWI=0.09849224769309974},{NDWI=0.009700722855638909},
1_1_19860829,525657600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860829,{NDWI=null},{NDWI=null},
1_1_19860906,526348800000,{NDWI=-0.054763748289324385},{NDWI=-0.07971208078993691},LANDSAT/LT5_L1T_8DAY_NDWI/19860906,{NDWI=0.09293992012113345},{NDWI=0.008637828752122665},
1_1_19860914,527040000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860914,{NDWI=null},{NDWI=null},
1_1_19860922,527731200000,{NDWI=0.058735182373026606},{NDWI=0.035374476186310254},LANDSAT/LT5_L1T_8DAY_NDWI/19860922,{NDWI=0.1425567035913004},{NDWI=0.02032241373881788},
1_1_19860930,528422400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19860930,{NDWI=null},{NDWI=null},
1_1_19861008,529113600000,{NDWI=-0.02022492847682168},{NDWI=-0.05677362369454425},LANDSAT/LT5_L1T_8DAY_NDWI/19861008,{NDWI=0.13193907421143797},{NDWI=0.017407919303771335},
1_1_19861016,529804800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19861016,{NDWI=null},{NDWI=null},
1_1_19861024,530496000000,{NDWI=0.15929137127446788},{NDWI=0.130892127007246},LANDSAT/LT5_L1T_8DAY_NDWI/19861024,{NDWI=0.1461978031583122},{NDWI=0.0213737976483166},
1_1_19861101,531187200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19861101,{NDWI=null},{NDWI=null},
1_1_19861109,531878400000,{NDWI=0.11704024869468652},{NDWI=0.08101507993759932},LANDSAT/LT5_L1T_8DAY_NDWI/19861109,{NDWI=0.13969603194897998},{NDWI=0.019514981342290436},
1_1_19861117,532569600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19861117,{NDWI=null},{NDWI=null},
1_1_19861125,533260800000,{NDWI=0.4303522182478906},{NDWI=0.41290784965861926},LANDSAT/LT5_L1T_8DAY_NDWI/19861125,{NDWI=0.19301672257642732},{NDWI=0.037255455194145505},
1_1_19861203,533952000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19861203,{NDWI=null},{NDWI=null},
1_1_19861211,534643200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19861211,{NDWI=null},{NDWI=null},
1_1_19861219,535334400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19861219,{NDWI=null},{NDWI=null},
1_1_19861227,536025600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19861227,{NDWI=null},{NDWI=null},
1_1_19870101,536457600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870101,{NDWI=null},{NDWI=null},
1_1_19870109,537148800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870109,{NDWI=null},{NDWI=null},
1_1_19870117,537840000000,{NDWI=0.8871538615551505},{NDWI=0.8914357320122097},LANDSAT/LT5_L1T_8DAY_NDWI/19870117,{NDWI=0.03432453621006568},{NDWI=0.0011781737860361104},
1_1_19870125,538531200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870125,{NDWI=null},{NDWI=null},
1_1_19870202,539222400000,{NDWI=0.802779909896985},{NDWI=0.801852496770712},LANDSAT/LT5_L1T_8DAY_NDWI/19870202,{NDWI=0.05128914931254257},{NDWI=0.002630576837204286},
1_1_19870210,539913600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870210,{NDWI=null},{NDWI=null},
1_1_19870218,540604800000,{NDWI=0.9190783560024063},{NDWI=0.9268542476116665},LANDSAT/LT5_L1T_8DAY_NDWI/19870218,{NDWI=0.03369758442676122},{NDWI=0.0011355271961987004},
1_1_19870226,541296000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870226,{NDWI=null},{NDWI=null},
1_1_19870306,541987200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870306,{NDWI=null},{NDWI=null},
1_1_19870314,542678400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870314,{NDWI=null},{NDWI=null},
1_1_19870322,543369600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870322,{NDWI=null},{NDWI=null},
1_1_19870330,544060800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870330,{NDWI=null},{NDWI=null},
1_1_19870407,544752000000,{NDWI=0.49982181846426854},{NDWI=0.5038793385028839},LANDSAT/LT5_L1T_8DAY_NDWI/19870407,{NDWI=0.30505612329338255},{NDWI=0.0930592383587874},
1_1_19870415,545443200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870415,{NDWI=null},{NDWI=null},
1_1_19870423,546134400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870423,{NDWI=null},{NDWI=null},
1_1_19870501,546825600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870501,{NDWI=null},{NDWI=null},
1_1_19870509,547516800000,{NDWI=0.39688621251264256},{NDWI=0.41219882170359295},LANDSAT/LT5_L1T_8DAY_NDWI/19870509,{NDWI=0.10527646169051691},{NDWI=0.011083133386074875},
1_1_19870517,548208000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870517,{NDWI=null},{NDWI=null},
1_1_19870525,548899200000,{NDWI=0.2883137323175758},{NDWI=0.2760274080853713},LANDSAT/LT5_L1T_8DAY_NDWI/19870525,{NDWI=0.15784126218753283},{NDWI=0.024913864048953484},
1_1_19870602,549590400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870602,{NDWI=null},{NDWI=null},
1_1_19870610,550281600000,{NDWI=0.3186885293941361},{NDWI=0.3339932773794447},LANDSAT/LT5_L1T_8DAY_NDWI/19870610,{NDWI=0.10758262487285825},{NDWI=0.011574021174534137},
1_1_19870618,550972800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870618,{NDWI=null},{NDWI=null},
1_1_19870626,551664000000,{NDWI=0.20406492371733828},{NDWI=0.20088138458905397},LANDSAT/LT5_L1T_8DAY_NDWI/19870626,{NDWI=0.12954259607061117},{NDWI=0.01678128419671352},
1_1_19870704,552355200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870704,{NDWI=null},{NDWI=null},
1_1_19870712,553046400000,{NDWI=0.04465005714380997},{NDWI=0.03664372581988573},LANDSAT/LT5_L1T_8DAY_NDWI/19870712,{NDWI=0.09170083252654038},{NDWI=0.008409042686060604},
1_1_19870720,553737600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870720,{NDWI=null},{NDWI=null},
1_1_19870728,554428800000,{NDWI=-0.015052238705282937},{NDWI=-0.02531095335937359},LANDSAT/LT5_L1T_8DAY_NDWI/19870728,{NDWI=0.08311791045656375},{NDWI=0.0069085870386653495},
1_1_19870805,555120000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870805,{NDWI=null},{NDWI=null},
1_1_19870813,555811200000,{NDWI=-0.04703025500553766},{NDWI=-0.0644514790990136},LANDSAT/LT5_L1T_8DAY_NDWI/19870813,{NDWI=0.07725267947173046},{NDWI=0.005967976485561926},
1_1_19870821,556502400000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870821,{NDWI=null},{NDWI=null},
1_1_19870829,557193600000,{NDWI=-0.053274349164559025},{NDWI=-0.07221627607941628},LANDSAT/LT5_L1T_8DAY_NDWI/19870829,{NDWI=0.0857217298063886},{NDWI=0.007348214960999493},
1_1_19870906,557884800000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870906,{NDWI=null},{NDWI=null},
1_1_19870914,558576000000,{NDWI=-0.09983163948123323},{NDWI=-0.11942471553747719},LANDSAT/LT5_L1T_8DAY_NDWI/19870914,{NDWI=0.08624400962066797},{NDWI=0.00743802919544987},
1_1_19870922,559267200000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19870922,{NDWI=null},{NDWI=null},
1_1_19870930,559958400000,{NDWI=-0.07336321446427355},{NDWI=-0.08767177609772217},LANDSAT/LT5_L1T_8DAY_NDWI/19870930,{NDWI=0.07990983305180599},{NDWI=0.006385581418367506},
1_1_19871008,560649600000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19871008,{NDWI=null},{NDWI=null},
1_1_19871016,561340800000,{NDWI=-0.11402086152207107},{NDWI=-0.1353977514637841},LANDSAT/LT5_L1T_8DAY_NDWI/19871016,{NDWI=0.08725124570732189},{NDWI=0.007612779877479456},
1_1_19871024,562032000000,{NDWI=null},{NDWI=null},LANDSAT/LT5_L1T_8DAY_NDWI/19871024,{NDWI=null},{NDWI=null},
